10000000 10000
313244 9140111 266696
2012295 8162380 333956
4344496 9245919 78129
1616464 9180346 213546
1394309 8765673 167012
2749855 8808160 232885
2670469 8956949 447975
4610134 5883523 356627
2044736 6402698 185455
820722 5092503 17446
1163337 6255429 468647
4741712 8380439 103152
417142 5973043 254911
4524196 8035284 213795
341900 5831375 433287
2941806 6592807 184616
283685 7472570 62955
3904278 5366515 405216
174163 6888726 110805
2845510 6687337 246610
397731 6670097 359778
544413 7139818 60174
4185257 9634914 177373
1420960 5818637 409714
1995080 7950714 260608
2560618 9760147 86179
3888411 6168858 116720
4138664 6988375 194007
557234 6109330 78977
2686783 5178637 385837
4731273 9643555 137031
3525176 8175311 92694
1208170 5792511 285472
612498 5401929 94907
3110368 7011553 190510
1953609 7940443 401358
764076 7046975 471009
2147273 6114857 242768
3125676 7695184 449508
1773311 8366582 368672
4187469 9288983 400753
3901209 5437643 325646
2430674 9510470 70310
3522327 5479681 146449
3744894 8072605 49303
2288131 5705964 188386
4274851 6234896 212852
4354230 7912703 404519
990005 5820778 359819
4596660 5517808 313594
1913812 8959663 148212
4952727 7056679 436164
4085491 7280616 105549
4497089 9859399 125224
4461970 6457205 496380
31128 5268890 302251
3131560 8253436 494744
1835269 6615666 381209
1788731 9408649 376435
1785066 7925372 409974
700 9391384 174013
4206751 7668523 219359
2396399 8425020 371039
3468251 8182950 172344
4375215 8745064 228851
102932 5949802 5310
4413453 7821071 459778
3757194 8339458 125021
1193128 6469918 469812
1774853 5304588 71263
126722 5664843 15334
514990 8623031 288707
3270932 6414309 139307
4080277 8053527 328440
2161475 8349955 291841
821259 9580940 368988
2248109 6945895 407344
3215395 6613409 456733
3241507 8540976 65498
3213499 9757074 42283
2996323 6223363 23934
3653543 9538200 443629
352392 9467441 33329
327389 6178945 397695
4257694 7814102 379139
3109492 8172194 376227
1961152 7913703 270949
2662629 5922092 236600
1830249 5980972 201598
4062482 5080813 39231
1313912 5718386 17816
1740679 6342423 253436
150515 7716300 427599
3733181 8087946 371577
3181781 7110034 168758
812105 5841582 326846
3162040 8164582 387632
1222919 7484474 83466
1077667 5478437 97339
3847597 6775577 464115
3877574 7079267 440425
4570894 5466516 428542
782834 9445569 280699
4383999 6138932 341913
3442657 8102671 250600
2432354 5332869 461186
58056 8019510 56259
1869897 5527011 91918
233936 7800621 178231
4379967 5860222 64590
2686201 7100075 5573
292889 8742922 72848
3417593 5961823 5679
329642 8211508 63223
1902875 6797594 62681
3596340 8583650 128160
582832 8870328 267314
666738 9528265 212252
542238 8563314 498919
4547170 8165678 266197
1363478 7927400 14142
2576526 9314001 360147
2564224 7324240 273642
4468509 5597973 302343
2969765 8996619 39685
1308374 8921784 473464
4034854 6818082 373079
1348574 6253074 213699
2666256 6234199 146145
1392296 5320327 346041
4222094 6478944 348036
1547854 7628303 259404
4963087 7408808 341740
4979489 7537421 309769
2165545 9830192 46157
82063 9299736 154877
2699393 8881010 333301
2109372 9772642 273671
2016653 8279454 270712
2735853 7135283 386081
4395635 6269451 57302
2127123 7732624 480594
2515472 8801021 121248
332780 6759060 167891
1971462 9880090 440043
2705848 5514003 327123
4135161 6597926 430871
3686583 5622071 484288
4981813 9668392 392004
3869048 5491464 150031
4989208 8368851 493069
2674474 6247246 263743
3684668 8081290 94563
4034805 8802154 205488
1743550 5903583 115317
1685637 6446242 176914
1527132 9271984 269321
4002085 6450880 46743
2705358 7042021 294224
2932023 8295934 305763
2513412 5468437 188402
4906419 6517723 98121
888250 5813179 257098
3076810 8684942 241668
2969042 6539467 306505
1586553 9255107 311867
1282130 6329298 53193
1468536 7626063 211211
1208127 9189034 16829
3401375 8778874 66947
1240831 5249269 261676
3009746 7630375 254482
396578 7759389 203995
3908764 5381921 154596
1090133 8431714 115416
2238993 7196637 362352
1168915 5251154 410237
375759 9149632 149950
3376910 6525392 209687
2084099 7910763 38750
2342136 5838404 466215
4401217 5220841 385912
960603 7066630 82754
557276 6501111 431601
364261 5476590 351962
4366723 9760196 13394
1026910 9154652 422598
2570590 5980009 297112
4876965 7283479 429801
3527975 6614702 347860
3141690 6754202 411595
733102 5463646 247674
2511966 9244989 256368
2260516 9960451 224821
1691923 6959731 216824
565181 8521987 228791
2935577 6738151 485772
1089170 9859715 37905
2824922 7806885 303770
1552088 6068485 415872
359528 8484755 85069
2138183 8196121 367346
4489608 9070775 345324
2228501 9756268 111069
3770984 9077248 420528
500245 8207423 260865
2234164 9448022 376761
989218 5734351 410562
2674542 9505825 376177
2201321 5181702 399186
468038 5630932 285093
1459124 5277291 84597
857576 6504454 382729
1632827 8639922 377202
2698120 7488563 236240
435926 8533640 485278
1404787 8647630 209042
3449708 8910678 289898
3568708 7195560 172769
4283863 7016470 65035
4420445 7942799 174421
1508303 7509545 114933
3755517 9153141 427808
4681119 7276230 328971
909483 7924199 335766
717195 6095481 52100
4873860 8051194 76610
4288858 5051169 166256
2837401 5513441 52648
3252057 7330918 421963
3087012 8812814 236937
2455974 9640824 164805
3291337 6357009 255695
623563 7561265 258100
3582753 6225827 351825
1858798 5036029 4593
746000 9855171 422297
2839222 9786213 263895
1212821 6937295 169244
4812633 5492037 185761
2245348 5698965 346723
2822963 8427949 459757
2353008 9428526 343748
400931 8176993 150443
2487022 5413164 430893
1829383 8425658 407434
888851 6775340 11941
4399381 6573983 478677
2508145 8369996 167682
2413291 6000278 268914
2538960 7543719 233101
2637847 5194217 263452
3716188 8997129 282096
2935278 5819922 181580
3819912 6124857 63658
1677547 9325184 493688
2547898 7293794 345543
3017535 8642385 248252
3132201 6363868 137174
1446525 5127133 128261
4646715 7463540 484536
3318095 6709815 245300
404106 5649903 408873
4519710 8617773 384998
1606950 7974932 268660
4906716 9030650 141938
1814254 7393443 65879
2745649 5768555 499109
1520959 6907975 355120
2499212 9354156 496058
3165734 8733628 342370
3106871 8965306 452630
2846580 6701529 109552
3476778 8598095 41532
4744318 8045170 373821
2241470 9490098 287570
4301096 8342984 255993
651340 9825039 452898
1707161 5351351 218432
4697203 5173043 119780
1513504 9180461 46350
4729457 6714112 319164
4423056 8526877 13333
4431180 8802338 340081
4315554 5715760 382454
3750157 6972043 278070
917798 8828455 304686
3275783 6167185 282918
2869838 7799985 77385
3764634 8021988 73436
2940460 6564213 88377
1848458 5366403 202793
2303699 5549182 324914
1167425 6957088 258868
1315787 5455699 21496
1361310 6454613 452168
1416836 9038899 62934
351148 6585131 423962
1548392 5236327 274582
3224210 8849601 112928
4518864 8976570 162842
4633521 9891999 108483
1494506 8298045 455451
4886193 7409029 405556
179224 5582055 364171
964261 8251960 263480
1251423 8323833 22503
686760 6192489 54515
2636963 6391415 27520
1728451 9997164 146517
4533510 9586785 253093
3600831 9045734 435756
3708917 5575470 2819
2547840 6809632 491942
2444526 8781324 439422
3907514 9879722 269368
1558918 8137555 132341
1037876 8883261 216679
4767108 9430771 91414
809940 8461888 483212
3241686 9525074 310040
2873839 6268713 193118
2381491 6574682 470684
337888 6705494 469698
3726886 9197365 401070
3637917 7529690 19710
3375404 6996643 22946
4537221 6137695 116843
3965450 9868230 120903
3925536 8360780 474593
776269 5406456 399444
2766684 9815199 351644
2511010 5568908 322049
985009 7847259 345450
2464358 9786907 153357
4494128 9717901 50553
3366831 8952809 379601
2564922 7125684 155230
1472095 8143700 133549
2616858 7795802 478538
4676105 5368726 230
3831676 9408238 149221
3726462 7887486 56559
1989439 6106585 32098
659447 9812162 69109
4662559 9233726 97450
2717901 9468215 357790
4433264 6848064 71822
1272928 7019797 346359
4682660 5417231 116852
2919393 5513834 194638
3974565 5141587 202312
526503 6183684 82871
1764971 9495672 354567
3305982 6160130 239760
2778398 7368425 476032
815835 5969177 88433
195562 6665230 60612
1442078 9209718 259271
4279454 8076366 109931
1368787 9239690 90140
310643 5402530 153344
2661017 9259507 444000
552653 7211472 184883
1381984 8756924 391377
2821096 5999886 400876
2991911 8030899 317702
4428465 8219806 382019
1647844 7893467 87660
4143237 7899760 301866
1073097 5187424 374171
4613074 8240723 143829
4750792 8663839 495351
3264530 5585344 373904
2600014 6729324 334442
4704560 9368600 132098
4126419 9401702 306607
2919725 5355334 108260
4316153 7720249 282656
1888170 9982768 286350
4004958 9230321 138663
4415544 5538092 238970
2753993 9583016 406626
348533 8969494 95830
37484 9105861 310577
596332 8468091 384758
867481 8453769 417794
1581758 7480713 287582
314654 9613863 92868
2619073 7729385 111810
2418222 8655462 23027
517669 9522736 259747
3457292 7112380 377183
2930497 6368855 360083
1871448 9478900 186372
2180063 9208673 265058
4731960 9563651 35412
2007665 7151393 123974
3830904 5687071 151537
1043632 9664708 232940
3327716 8971449 432169
1056675 7639702 467001
4948457 8090809 149628
4451786 5388766 203311
1665995 9120848 399616
1107106 6559375 4400
3929474 5898759 92098
2396173 9598384 333001
4673589 5993684 162398
2913795 7685028 64590
2938687 5220592 318385
4570532 7343685 299988
4512555 9004515 316977
2047885 5740545 283157
596231 8450378 287615
1839041 6756883 280849
2278738 9431759 94100
3596557 9719839 486276
1677201 9233355 36317
2965309 6941698 433338
3553244 6981018 426549
3621889 5964503 97843
4701673 5313105 332338
3655319 5348817 49872
4452513 8799190 168285
1499302 7525401 241589
2116951 6019479 351596
4746575 6615902 62886
2008853 8373855 156696
2046312 5356610 393298
1076519 7723325 146105
3390631 8267724 300304
1863962 9474495 482067
3863918 8665812 316838
3936523 5278650 302780
1072063 8167175 70932
1171390 7798245 286508
2273288 5472967 100450
1502053 7445865 81059
1739218 6555436 484851
2657223 8642121 364878
255998 5364292 170215
2900778 5052661 227484
418969 8700365 486364
4092915 6457192 483202
826942 5006010 426978
931753 5323627 289423
2744131 7674264 395670
616196 9916639 130666
4724138 9055953 436143
2654065 8801699 479278
2031575 6067743 330479
2126079 5663343 379918
1300868 5798723 204789
4935960 6178514 60016
2340079 9886971 187246
4716029 5750997 324194
248895 9974610 60834
406753 7878903 316262
259929 7892435 213594
2890530 5889676 320360
4927275 9976029 170061
781630 7709096 314860
4713876 7209217 401837
3239987 5032488 59224
238596 7642004 125582
1011260 9101632 21512
1397229 6082204 29440
2473421 9772313 447207
4366431 6027986 273507
2536708 5589871 433561
4838844 6576600 479676
3327672 6254145 287595
2423483 6023634 368840
4067142 7604839 176366
2979719 7033938 356898
4905953 9964795 333732
1187177 8486466 138779
1665657 6732263 357183
3699322 5697712 248896
1340591 7417713 267616
112479 6632251 247890
2281861 9780974 457408
3190664 9314670 417466
3191093 6878049 385278
4028902 9738202 467555
3857034 5394693 216346
1035754 8081084 226040
4771661 8619957 306842
2415078 6088944 479607
4120770 7249265 234459
857530 7544651 250234
1887821 8209604 122032
2278228 6781149 185107
230602 9490556 452917
412147 7301039 467517
1180187 6017522 475586
4869952 9207299 426028
526087 6074599 186412
3340880 9842599 100496
209124 5595688 376829
2526276 7579807 233709
4616939 6122806 481712
4082567 7665729 339999
176690 5250680 65281
4898324 7064570 93743
4529951 6951776 64210
2410345 6586401 211843
130915 8120152 286853
3991911 6206853 237436
1848132 5778010 251003
184736 9964904 136173
4341054 7353729 311009
4278152 6863307 473322
3276954 6523015 421120
2118220 8141369 384213
843048 9779692 128270
1886085 5002503 70008
2232970 7107590 356282
3784643 9722975 87243
3120764 6212914 118129
4626553 6340446 274287
2379143 7143584 392281
4577068 9035923 318754
4295681 9936134 93661
4812415 6978543 468671
4874071 8351893 294592
1009279 6658851 327836
1431805 8980375 186910
667133 7793678 92444
4448312 9866826 8083
3314020 6900533 215806
3107183 7414542 350235
1623379 6136536 358653
3525542 9282009 444628
1213869 8314033 152281
76130 8828074 227163
2821863 8310440 318008
3132866 6323325 45941
228986 8453829 196506
985764 7943100 358897
203415 7847984 309507
2895829 7607968 247632
1654705 6488331 262615
3654430 6068427 330843
3049282 7423851 32946
2597691 8080587 359418
507103 6952653 273886
4884997 5782733 67340
3436667 9128631 181521
3252963 9854450 74909
124214 5777521 35907
1527031 6494983 123442
4905555 5268487 399559
2478074 8722657 254700
3067179 8500343 296526
2168938 8955787 225562
1138058 8156094 317583
1790448 5110159 49209
1719796 7638696 285895
1142790 9218069 235704
2754202 6404831 450395
4162459 7942726 441194
2236772 8004626 52488
528986 5708233 322315
4313959 7423273 378606
3010561 9604404 169393
4336364 8923766 299685
1368051 8948050 66118
4487951 6760968 327069
3001146 8886553 138307
3969207 7726988 46626
2063760 5343522 400178
2912531 7548014 454539
2345146 8662997 463944
2875049 8072548 365594
1272378 7781195 482680
2577256 5758409 267847
2929780 7794646 20985
4870972 8248694 387440
2994361 6897280 299203
1822565 5998101 473643
2656482 5997603 127311
2259648 5145852 54108
1349097 8744882 469034
669200 7974681 485274
3108010 7260304 371807
4914549 8034819 105210
1744308 6731473 222611
2350735 8311479 121598
3873827 9499975 400395
1926159 9681546 339066
2502625 5959590 479932
3932272 8679396 253444
1780541 5954550 18972
3796494 6284874 463785
696913 5752978 319740
1442269 6047551 305534
2969543 6700579 272692
1688448 9446236 441665
4007825 9994030 476046
253417 9937671 357277
4623443 5295249 101831
3194845 5823040 271641
3565523 9258503 448886
3476600 9915244 273328
3584893 8312342 174896
3399173 7974146 296051
3111615 6957949 113317
362902 9422735 307652
4095121 8762691 233865
690657 8271935 288710
2836142 9205375 217823
3490078 5669134 107776
2664531 7854327 136700
2005148 8549966 302385
87935 5211374 47653
2728076 8206911 181252
2899744 5194505 10143
3263877 7376771 149091
919691 5201812 360309
3470698 9057541 274343
548602 9106263 416356
3800011 6807637 233553
1413754 8682695 176341
416028 5398728 219508
2053929 8269176 399030
948829 9833320 263325
1868032 9577191 435159
3401489 8951814 109384
2179462 8141442 418023
832164 7106797 423687
11497 7672121 106847
934607 9110991 440401
5082 6519809 193293
355046 9103022 305083
1880985 7976486 91912
4984225 5994070 151629
3022763 9165374 318709
1571968 6569518 480030
3372760 7720156 431918
4686120 6580651 372517
3224031 6282863 32855
514312 9442358 46846
87122 5154248 68461
1298563 7082829 115565
3781889 8937545 377905
1203143 5404467 346078
1367589 6306998 329102
1900004 9290660 642
2942186 8784231 496215
4152407 7414914 127620
630683 6741838 9579
663160 7106133 361640
1661442 5103197 407279
3318693 6280406 332039
295166 6016180 349552
3873851 6795510 417734
1112300 8730534 395043
2279628 6685817 202848
2711379 7771651 51242
3842142 7646953 187239
4216007 8133870 346423
4547156 5344183 15539
1021543 6898606 438564
4039390 5856653 16055
4118297 5797445 373954
3097423 5392994 200418
4517774 9200956 345525
2115755 5376855 450335
3460112 9769577 283937
4385111 7190518 240631
1127730 8706790 79646
3533626 5332679 358503
14441 5753974 287375
2531183 5708453 448468
3792720 6055511 295224
262319 7287039 54062
2852410 9081909 296280
4722940 5097141 388385
32582 7819272 239059
4170098 6943798 396751
2275219 9564742 481332
4071910 7314573 473433
3768016 5763390 359553
2819861 9994258 369019
547142 8508468 95608
425752 9273048 68953
1145497 8289577 466713
3938536 9176092 215030
1033104 7556124 121648
1675224 6012105 401582
401718 6725923 281632
1757281 9765589 432569
3147481 5825281 157232
4687885 7869509 301794
1176886 7644682 205835
4387123 6206317 331819
2129630 6059000 437362
1323284 9307303 39307
3412190 7301124 42984
1141298 5818012 327587
3469300 5014594 327460
4575462 8016537 66808
2490774 6035843 479207
716434 9177093 287194
329268 8284220 1039
2268314 7741506 396466
3532136 9767340 141727
952464 5619007 468935
40472 9971166 306454
4132771 6546291 407597
1822687 8099038 253427
4807841 6903848 403270
1663301 6222401 376046
992433 7501054 24917
3344158 6210979 456316
2310698 7281086 59251
694713 7831563 103071
2606568 9816930 74773
2602915 9914268 5277
2539878 7622177 156354
1018232 8674248 255453
1510757 6952739 194868
686915 9207141 447893
4200182 8293560 368998
2011674 7727903 262281
3906917 9580720 19554
4636875 8659742 276648
3062045 6627623 22388
3894327 7314920 168272
213900 8368947 53908
1818491 7372813 134577
1543057 5581811 62381
4716153 8011618 439686
2684233 9990017 186839
2866600 8200679 111149
2924341 8574331 464801
4026116 6827146 108167
3141022 6538086 340520
975157 9364341 265711
3759275 6500188 168983
2319564 6282064 346228
4842374 9887955 444905
4477366 8483804 351140
1699151 5076840 169521
1527804 8365803 218958
4395128 5844591 269048
3463722 5483966 372234
1328455 8069259 405397
2030726 6719636 54297
203025 7939008 161089
4223772 9329348 304027
4865277 9634179 99119
4742868 5520152 180439
3659607 7285436 154107
1890846 8116294 332375
789814 7268034 31419
311058 5596430 490022
1037536 5931704 303704
2596457 5761738 378747
1074245 6607850 28967
1445214 8111728 355904
4296089 9204661 25982
3127708 5211440 324325
1478113 7061292 216830
1507477 7407119 413047
2579690 5947978 122746
1757847 5569079 330408
807580 9171398 411688
4393219 8078758 367250
3140864 9896250 404188
1464508 5309152 72634
1206781 9776673 386932
2320751 9150168 272144
86507 7111067 197573
2430410 7639929 374592
4420013 9847756 216224
1064905 9861693 486399
2552431 5638824 442468
2333663 9861757 143963
752149 5702175 480088
2198073 7028703 332576
3028511 6153900 259559
2824529 7216927 471674
4974480 9437494 260611
4728013 7212043 138370
4040235 5883604 210966
2837487 6770030 234339
911940 9371089 323172
1838470 7253899 33184
1774147 9791128 308580
2818210 8231322 242023
2528723 6566861 458244
4902280 8705719 427457
4125532 6323213 358567
1804259 7770013 210569
3723448 6094666 272726
2694693 5033075 72275
4640471 8314129 207598
4028576 9711934 212307
4081013 6435746 345083
3346316 6631804 273933
2734538 6142492 211609
961208 9474552 464286
1391729 7972361 371852
3531675 7949923 190567
4622111 9449960 115020
1365527 8321792 199427
4478950 5779214 322014
543879 9685156 274462
2139937 6293062 306309
4301944 7632492 76331
1224064 6528118 387752
1153836 5192984 79601
3653214 9005253 87156
2595965 5307127 365911
4515722 7258680 330761
2044990 9443598 256090
1099694 6858439 56978
1703221 8089001 481781
2720905 6751906 314093
1895442 8997760 157458
2673754 7082281 102897
2608306 6976732 39592
500980 6482126 300119
3445778 9413545 262990
2331680 9859735 216187
2793612 6535585 302107
2463811 8004297 285088
4099587 9726332 239095
938204 7701618 486687
4332863 5848586 320746
683499 5840970 362118
4946940 7306423 72689
4654025 6644199 379341
2636645 9388489 345589
464371 6684114 247369
2795054 8897822 262996
2201773 7256406 131658
2959129 7254142 420361
2985384 6734701 227223
40787 8285900 164615
3849051 7639203 278887
3269617 8036183 224885
1363381 5532940 61361
1768765 7129323 159911
4333914 9307493 357940
2266462 9394521 297167
3524375 6481797 338445
2775492 8058252 256091
568044 5534449 239001
2412713 8250563 337416
2291444 9038001 4994
4964819 6711578 180217
2246258 7419146 133292
3904917 7781274 282043
535954 8679017 192426
4659543 9997745 44130
2815155 8228079 45894
607316 7395655 151573
3573741 8205989 454986
1853325 9366420 398078
1848003 7202185 214872
4449968 8677541 438761
3100842 7539002 217430
3833327 9578692 203965
1105033 6051831 349443
4087680 5729120 10107
2216688 9935606 488120
724675 7209331 157267
4663585 9325504 175980
1468364 8364927 315791
4551646 8396770 467000
3164745 6377504 291606
2946345 9205277 265686
3361670 8005899 426582
3276640 7198941 5886
595207 8514500 488254
4909792 7695657 177809
1350382 7786768 469500
2716002 8325464 252251
4082682 9073074 454561
2051505 5748782 199960
463882 6420937 469305
4376238 7459450 119118
4498019 7656454 332784
3950101 8445973 460417
2012678 7617953 32826
2242203 6430489 263115
585076 5642556 106107
3443103 6622769 444500
4484087 9655196 413587
110627 9744410 275774
2027038 9796841 488421
372442 8728497 422406
10479 6331164 333356
4647902 7704686 167926
3208832 6251470 48492
2632981 7860201 411527
819653 9535048 227629
2930132 6858483 120005
4650486 6216720 369089
1491784 8748099 325566
1372780 7357263 84176
4205812 9251115 127020
4128260 8373452 93223
4411286 9281423 370206
44789 6348755 97097
3503276 6510308 104636
2859494 9944271 203155
3991739 9939244 424250
1498282 8718890 19452
1580249 6452205 39136
485245 6401068 456775
575752 5467930 441404
600785 9717190 105476
4035750 5684217 33918
778720 9737966 344148
304146 9636263 270043
1036227 7588925 410051
1764345 8726554 269381
2601605 8091125 2611
4033777 7984634 68465
1963375 5753386 314963
1666256 7012963 305897
165010 8979174 285479
3149740 8027591 480372
2937016 6523195 34800
2131571 5359971 18994
868044 7789250 154650
4970107 7004887 377604
4869934 5388941 46727
2544842 5958979 386076
743396 9673247 230585
1466092 8802619 46059
2098868 5937210 355655
893654 8418564 41599
2328609 6728125 303862
1426864 7160405 178443
2819383 6690299 324011
3366981 6690335 262999
3067766 8101497 435425
4997687 8572619 336537
3978191 7958641 133034
1050087 7572033 439142
1396329 8137637 308011
1624958 7601362 115119
566844 9886150 228836
2980230 6400745 356606
3611685 7284800 455232
4668274 9227547 499110
2009351 8846073 25297
4202650 7831465 144772
1978981 5980297 139783
3110517 8178853 82986
2489339 5323775 98927
3540705 8974782 359127
4396869 5481590 473632
1757189 6812902 120143
596039 5983757 453967
3734548 5870485 319638
4780399 5960715 312066
2703621 7679647 396840
2477370 9218235 446565
1415423 5482915 472712
1185511 8665422 445784
2363612 7530051 494304
1118370 9766219 106258
1507760 9371176 61566
175164 8375519 228062
3350465 5105163 5994
1103818 8022224 292024
2343896 9666952 337083
4770835 6675180 200869
579553 7256738 270810
4644247 5410226 244322
4292024 9461967 452732
1250970 7767498 358151
3680031 6812401 301982
1542470 7762198 70550
4169530 7193416 319898
735182 9204775 203664
4271043 5746382 236783
2657805 5365346 437760
4427240 5657857 245141
4321969 5304099 90323
4944950 6283853 431721
4361876 9954151 381411
2127553 5888294 206900
3583188 9749255 357965
666098 8534699 66914
3213271 6890976 79559
3149167 7470783 177295
1875012 8014486 190018
3441344 5803419 488510
1630626 9781791 203682
773726 8882511 332246
2905629 6646216 74745
69537 7609976 340040
1940144 8781968 134765
1440366 8078035 199123
3395056 7138333 192445
2070358 6105358 137029
4111145 6464413 20396
3352977 8041117 30579
3524250 5935765 77242
4314435 9392013 116554
2748991 9229241 377601
2038968 7430739 174987
3382059 6681030 385593
1768951 8780754 236214
4630316 6762113 29237
3706863 7034448 174366
927735 8816078 57345
3291600 5054684 240450
4890451 7153156 349196
2839441 7863198 149731
2040197 6427632 411315
500418 6412752 465851
4267128 7322540 465005
284957 5697430 263499
1491033 9611012 267273
393854 8785458 78202
3000230 9171838 209587
1317551 6912925 286984
3637736 5195278 273012
3634871 9224681 214866
3825956 7093764 428155
1131027 8897923 82226
1589088 6461880 126392
871240 9788917 266224
214172 8629395 122034
728765 9551490 260716
4682906 5653027 310317
2907835 8713785 427785
1303569 9630318 465122
3514139 9914328 141933
1491045 6995936 152572
3336491 9462503 198069
2112195 9034065 22049
1076755 5781194 489601
4131960 9062021 131067
3483602 5691219 118753
1704809 9355027 372286
3539408 9650431 466389
2838460 8408739 416622
4606885 9404512 292138
1473107 7659371 395953
4593151 9246845 63002
3422076 8909532 272995
1082851 9678346 344717
253155 8516572 32263
1434401 6311947 316041
1002930 6247833 497777
4954677 9310934 96418
4060718 9865076 435695
4618048 5627371 31086
72951 9407712 295765
4998328 7379172 104912
3220220 7082486 60011
2197900 9256955 386664
2023950 5663244 305650
3128478 6609752 487907
2376288 6976480 154878
4175367 6274032 389589
2181718 5814303 457388
1290491 5351655 130851
4584701 7173968 335223
4279523 5317110 116211
2690642 7145914 339496
749413 8696652 870
1166047 9308360 215392
2338741 7783280 315401
3032799 5503092 123466
1041403 6494160 441453
2080378 7504024 10157
1256650 5021647 345420
1060794 5546705 416212
1691214 7275831 39059
299914 9334947 165452
3567136 6902106 336998
2021811 7744018 444063
924582 7690645 8361
4507087 9696258 492909
3547192 7650497 220954
1872122 6717681 480864
4474788 6688884 371815
4041132 8255182 341623
3043534 7621671 375211
477580 9122424 40770
133709 8881193 54564
4764388 8284674 387856
2900082 7571251 462979
1270594 6261551 32802
2159663 9791546 318926
2372345 5940229 381454
4642105 7509273 276216
1471359 8768250 380276
1520228 7530230 453149
775209 8940301 371878
4679700 5300404 127153
2472188 5070477 248377
1332411 8393946 399434
389582 9056616 111032
4605002 5415807 376175
836858 6606975 153955
780735 8490275 400388
1158426 8533789 421982
859081 7723326 109679
2897099 9132867 46670
1795608 9993789 305386
2945524 8265335 342456
2542623 9636207 479988
2813893 9960574 104291
4893846 8812430 176380
2322747 9521899 448765
1825934 7024757 128906
1027597 9491194 106003
2008149 9580776 68692
1429917 8101143 68967
4825989 7695242 203885
2481732 5848065 233365
1104643 6051922 108538
2575706 7029363 11395
3140980 5654439 152689
782104 5219724 215269
4438853 7845050 387965
3275939 9331980 65789
188671 5526266 33155
4773746 8326818 310466
1345088 9574017 302020
3538834 6846195 308972
3812187 7693324 316757
2535935 6911558 122668
2190331 7600811 177164
3488654 6912446 188743
2842302 7847734 104800
1132006 7668305 287360
1250218 8719849 319988
4991109 9969901 154156
624632 5916038 477386
4915725 7149287 173720
4017870 6678029 355451
782093 9399477 498032
2968295 7694330 432815
1013520 5192269 160842
268033 5783826 131251
3353376 5860001 394321
1437264 6704545 110820
3909063 6641887 120516
3131094 5716557 407382
2247995 8185372 319100
3634706 9104530 50431
2999674 7525479 70475
2412966 9799549 300382
4545050 7467861 424291
692860 8716626 19676
1282669 6937233 79030
2525166 9756850 402427
4828954 8692802 322887
4483205 5224271 368577
1214666 6512707 482130
1109468 6907492 297701
559092 9364814 198373
3993955 5687355 114089
244472 7376082 251292
4246321 8550556 449592
1128666 7401813 96008
2017853 9590094 358086
2094654 5955735 423742
1182728 6545471 149927
1660344 9934996 51988
1880068 7145316 31016
2682587 6676712 279023
3848637 6069636 13713
442513 8501735 90066
930598 8718839 266115
2828014 8954538 244722
1050865 6170300 364440
3924028 5737970 198565
3841450 7536577 443158
802628 8949068 282642
4672115 7354305 403960
2322947 7342890 402256
2155359 6446138 299374
2382028 9873303 10368
4276545 8920068 178012
2215647 9897204 442794
2056694 9431794 463153
4015003 8986729 415986
4335605 9072703 398164
3032282 6533747 351080
1056824 5638162 358815
1785957 5009224 204448
1159107 5098108 22954
2584585 9707944 145549
3156249 7825277 244347
3547393 6689371 328805
900647 8674568 494268
863789 5142651 100216
717363 7354757 413104
2220191 9139964 446296
3546916 8620992 423787
3540910 6385759 498929
2386456 7306772 207223
187089 8105650 229614
2575471 9042942 432377
1750332 7117657 90106
2874951 8979873 47133
3743355 5121539 243637
1287923 9245096 88761
4243531 7158569 93527
591495 9547987 196170
1755489 7622573 42390
3736886 6571037 416807
3954161 5425162 239137
693657 5375871 135877
3027348 7204797 163375
277218 7364357 34560
4511461 6413277 336469
3679631 5750721 103483
2392960 7229824 309204
633958 6435068 282293
3273823 5719019 99676
3216130 9876994 84999
364317 8740574 419560
3889859 6142691 473697
274064 6546255 180991
2903401 5947341 333493
2483256 7462991 103268
310059 8155532 225
4586245 7813882 491633
236877 9132886 290567
798501 6125869 419436
4581579 5119368 437643
4124068 9357720 454272
662304 6420434 254113
57035 9143089 88914
3064818 8093078 101310
4995914 9295385 240002
2303350 8422900 307272
1258068 8433089 47697
1122323 8146034 129856
1577992 9032339 74880
3408980 6119826 46829
4040377 9071022 426638
868461 8963008 470767
645377 6227851 327914
4774316 5291036 49456
1129518 8679748 459990
3022547 8376859 226615
1573417 9988251 271999
2239218 6299389 388360
4892343 9348162 290456
1895822 7552519 149289
3088421 6315637 130079
544848 6877784 368711
4463182 7808049 200550
1502182 7993783 279476
2910082 6107406 123735
813950 9574889 105027
3974839 7506264 177557
4702472 6470148 109686
4623004 9380959 342513
766325 9496574 245241
79531 6612310 209685
3809418 8215923 259602
3045397 7247117 367613
4822666 7635993 70674
3467878 5429008 119926
532818 7541097 440205
3293751 8739121 114759
3870047 8405869 113840
250325 6133778 347872
1685213 5819574 118523
938351 8166011 260223
1598588 7825210 362026
584551 6128379 115542
1051748 9693508 371803
1293614 6255095 163751
215556 8652429 215547
466295 6445848 354512
3948769 9051490 295883
2576103 8263226 426373
4990924 6941152 69954
3412316 7688219 24699
775224 9656057 20989
3389671 6036959 379502
3252751 9174226 289963
1975829 6622059 316822
3432121 6296659 206705
2461469 9132210 195155
856708 8251212 237747
